,stars
2075191,5
2039757,3
1264855,5
2283811,1
4137953,1
4938885,4
1675624,5
1770151,5
5105144,5
1642298,1
1173469,5
3430867,5
1746101,1
1042265,2
3447214,4
4734592,4
927223,3
2182241,5
4817837,1
292731,5
4479995,1
32120,4
1810895,4
1998206,4
2477702,4
1237839,4
4096295,5
34666,4
3745487,1
3737587,4
169551,1
3342270,4
3378044,4
2381607,5
3538414,5
2539344,5
289699,4
4798748,1
1187144,5
3470106,4
40469,3
1466696,5
4971006,4
4482145,5
2584150,4
2429629,5
3665576,5
3729427,1
506066,5
2629745,5
1068556,4
1378680,4
4904022,5
1695634,5
609030,2
1541610,1
3675632,5
3164711,4
2631211,4
1636871,4
1174698,5
442537,4
5028189,5
292559,3
680273,4
2267589,3
3724497,3
3522062,1
2669181,5
2063124,1
2785932,5
3307796,4
3263215,1
1442332,3
4876480,5
4721524,5
3361106,3
3811506,5
1194800,4
671035,5
4639272,1
3656241,3
1471109,1
1305168,5
472671,3
3458350,5
998309,4
3550668,4
1073891,4
4874273,5
1896650,5
1118843,1
3721014,4
854526,5
4133516,5
4584340,5
1484993,1
1121564,5
4050328,3
4825887,5
2166026,4
4353671,5
3850463,2
2359366,5
5106076,1
4237603,5
571606,3
3939266,5
453088,4
64205,5
1306365,4
653617,5
2011332,5
2501687,5
2746729,2
3133218,5
1619094,5
4069757,1
4287500,3
900630,5
733653,5
4703177,3
2251554,1
3191974,3
112224,4
1456781,1
2410296,1
3444613,4
666684,1
771921,5
2983432,5
1745278,4
865773,5
2398005,3
734535,1
4870527,5
3155036,4
2683742,1
765303,5
279329,1
3800208,5
241012,4
1615127,5
4351365,3
2808463,1
113056,5
746373,5
1877824,5
2055729,2
4102506,4
2099583,5
4214087,4
2110050,5
3700750,5
3999453,4
3824857,3
5131486,3
1629093,2
1608385,5
85197,3
2407291,1
3078200,5
1401984,5
3865359,5
746433,4
2110878,5
3359117,5
3311330,3
4837789,1
3505076,1
1633308,2
1968230,4
2009036,4
1302340,1
2287124,5
4233599,3
4789083,5
1556356,5
1507221,5
68818,5
1436074,1
3234745,5
3049581,5
4614389,1
1668263,2
3557232,2
3032465,5
3256813,5
753486,4
3038511,1
1829432,4
2427546,1
1867776,4
1388508,5
1412160,1
402057,4
1215761,5
1312413,4
2593492,5
1173152,4
773200,4
512018,5
1179867,4
4627334,2
2497041,3
567736,5
619358,5
1333415,4
1097749,4
4349407,5
3186135,5
1048858,5
2311954,5
2909609,3
1167937,2
376687,5
1051701,5
1382950,5
2298258,4
891585,5
5043282,5
3341751,5
1339002,1
3545617,1
1758934,5
1809118,4
3130935,5
1879244,3
3639800,4
509454,5
3278947,3
1702311,5
732043,5
3805286,1
4109775,3
885622,4
2851004,1
1448673,4
3843131,5
4325830,4
4917728,5
1046599,5
4013388,3
4424139,2
1155949,5
2406001,3
390363,5
5072612,5
1665834,5
3997808,3
1122701,1
1918952,3
50607,5
5010979,4
1915784,3
2575453,5
1639226,1
3798830,2
3858132,1
4764467,2
4874549,4
4337925,3
4382548,1
1532852,1
3972736,5
2567856,5
538994,5
4518611,4
1740806,2
951866,2
1932233,5
2730816,1
2662282,1
1654554,5
2799492,1
3424784,1
4293681,4
246177,5
3580779,5
4016239,4
321491,5
2873728,5
4804712,5
3346372,3
5185424,5
4832869,4
2465005,3
3422632,1
4654953,3
3253614,4
1576554,3
1219495,5
5049853,5
2710427,5
3925030,4
5205225,4
3679420,1
950941,5
804077,3
2589868,5
4113511,4
1504740,4
3002820,5
671950,5
2290716,4
2550380,5
2023663,4
3382628,4
2492467,5
2299576,5
1202763,2
1261790,5
2382996,2
3582585,5
1977573,3
3466643,5
1902701,4
1432976,4
1473533,5
1478791,5
2793312,4
1319768,4
2896618,4
2861800,1
2941040,5
296594,5
2945086,5
1114057,5
1252105,4
3804760,4
3755026,5
5116891,4
2173303,5
1953189,5
160157,4
4638393,5
3766540,2
4804823,4
4865223,5
2127281,4
3307360,3
1605327,5
4431682,5
3614934,3
3151417,4
3190146,5
1960276,5
3016330,2
4278969,5
5249831,1
3280418,5
2988326,5
2474334,1
2891712,5
4528457,4
2642647,4
3391179,4
4936375,3
987994,5
1507386,4
558101,3
758246,4
3250709,4
311779,1
540826,1
2605281,3
476405,5
2044791,4
2579963,3
4953815,5
1500274,4
358521,1
1483899,5
836702,1
5076166,5
824540,1
390605,5
3878110,4
1386233,1
2730496,5
3545951,2
964718,4
1044566,4
970635,4
1391578,4
4350403,1
1997716,4
505245,2
2108935,4
1132102,3
2645586,4
2498316,3
4827463,4
1067240,4
564073,5
2478294,1
3864841,4
3793369,4
3297213,4
3808259,1
698510,4
663797,4
3628290,5
1343578,1
3713492,4
3553565,4
3341439,5
4501223,5
672259,1
5078166,5
2996195,5
1086350,4
3243159,5
4662928,5
4815036,4
2434376,3
205644,1
1570770,4
5060761,5
1639876,5
93026,4
1676901,2
304608,3
4901921,5
122298,4
4705463,1
4921845,3
3049961,5
3464958,4
2476347,5
3402251,1
4297817,5
3391690,5
902576,3
4888045,5
4180309,5
4078094,3
4069488,3
1249054,4
74178,3
5015840,4
590302,4
4429319,1
2862838,2
1534138,5
4015077,1
148188,4
4941235,5
1291123,1
2541574,4
2730687,3
2893898,1
1757748,4
528825,1
1354504,5
3239060,2
591247,1
3663842,5
4350943,5
4352919,3
4827108,5
457159,4
2181282,3
4489024,5
762305,5
3053661,2
3497703,4
2495552,5
1149820,1
320510,3
4900759,4
3345705,4
1695927,3
4922849,5
2970173,1
5173652,1
3444846,3
3095046,3
5243212,5
4700625,3
2314552,5
3735321,5
90351,5
2915296,4
4340884,3
2476809,3
3208510,4
4829030,5
3991292,3
4240631,4
2659171,1
1952563,4
3010393,3
1268589,3
1627767,5
830131,3
3573934,5
35961,4
1823769,5
2495939,1
3831142,5
2554081,4
4924382,5
821117,3
1119484,5
2330807,3
2398444,4
1866066,5
3094836,4
3654928,4
3716940,2
2724737,5
3781391,4
4872355,4
446396,5
619600,1
2214628,4
2560562,3
2270354,3
10890,3
965114,2
4460222,4
2464462,5
2843540,1
4004109,5
1160503,5
4407673,5
4397109,1
2557754,3
3874812,3
442889,5
3373589,4
2561317,5
5183710,2
2475267,2
3217322,4
3314682,2
3891868,5
4439785,5
3706793,5
667367,4
5219103,4
4863616,5
4977447,4
617773,5
1616236,1
2110003,5
1980060,4
4707812,4
2496462,3
809049,5
613803,2
904688,3
679840,1
4501307,5
3221757,1
4117984,5
929188,5
2515783,5
1997002,5
150066,1
2232741,5
3256407,2
2870750,5
4776275,4
4285854,5
5104908,1
2594575,5
2038523,1
3602160,1
4262875,1
1826813,5
1127842,2
4803898,2
2319663,3
4666151,1
2002243,4
1967409,4
3798609,5
3170841,4
2323680,2
4467878,4
2592708,4
1000131,4
765506,5
3025820,4
4484074,1
5114857,4
173450,5
921820,4
1452762,4
3129610,4
2603740,5
209446,4
768589,5
5249827,4
1049077,5
276731,4
1349923,5
1321884,4
1720035,2
4553059,2
3057016,4
1000970,5
4752678,2
4991144,5
1185362,5
1892433,4
4405506,2
3490290,4
1861620,2
5222659,2
894883,4
1537636,5
5022895,2
5179393,5
2928856,5
2255703,5
4557618,3
5077721,5
446717,4
4444918,4
70389,3
2406898,4
1790449,1
3069176,5
4579261,4
1392308,3
3352710,5
575559,5
3721544,4
1431285,4
4335835,4
4322647,4
3302510,5
4775735,5
2801150,5
196369,3
560207,4
3988752,4
1264222,5
5060236,5
3360415,2
4208808,5
561406,4
3340857,4
239963,1
924690,5
1293459,5
1501863,5
2005063,5
916096,3
3465521,2
4569404,3
4818176,1
2681144,3
1867879,4
3359289,4
2914981,1
2736263,3
2201443,1
2980654,2
1081671,3
4844345,5
1591907,5
1064335,2
2903424,4
1693231,5
4425065,1
2331624,4
1583622,1
1417957,5
371191,4
3591520,2
4536402,4
4153393,1
4779135,5
1753287,3
501289,1
4189731,5
3997394,4
129489,5
488281,5
2688971,3
3345017,3
1679996,4
1116902,3
1199485,1
1861341,5
1687839,5
4686759,5
1330625,5
1088035,4
2091841,5
1336292,5
2874460,5
2803281,5
1303766,4
4729896,5
3016866,4
5181082,5
4106882,2
3058368,3
1608651,4
1257613,1
4404909,5
4858076,5
2444132,1
2198825,5
2343054,5
5021566,4
4333981,3
5232115,5
1104546,5
3811203,3
1812280,5
1603115,5
612534,5
3743285,4
1776098,5
245038,4
3208018,5
944549,4
4298434,5
3784855,5
4161106,5
2048723,2
2199684,1
2363673,3
3594913,4
693042,1
229681,5
3236583,5
1212360,5
2837000,5
1715181,3
3160200,1
2906075,1
3151485,4
2377203,1
5023494,5
2729854,5
3244125,5
191348,5
4001146,5
652926,2
5052660,5
3607496,1
4694026,4
5128316,2
4797885,4
385244,1
5013271,5
5103629,1
3039835,2
539011,4
3361549,5
1790737,5
2945954,4
2601536,5
3910343,4
4792385,5
42307,4
4858201,3
2666280,3
1223562,3
642490,5
2296890,4
1847454,5
2445321,5
3266762,2
2046677,4
333561,5
3540754,1
1552416,1
5088414,1
1598607,4
4709935,1
1008389,1
3275966,4
5049322,4
3872293,1
1322061,1
2420917,4
2231323,5
389266,5
4466318,4
1791528,4
375343,5
1394687,5
497479,5
3317135,3
701032,3
4848514,3
2864269,5
2642705,4
4455277,4
1146841,3
4034353,4
2430703,5
172931,1
1663782,2
3432759,4
3517649,5
3228470,4
998208,5
2436582,4
2924164,5
3707834,1
2206148,4
4475611,4
2239302,4
373978,5
4339402,2
4214025,4
1001278,5
3320520,4
564158,5
888019,4
5017635,3
119523,4
240699,4
4200566,4
396449,1
4245798,5
1515481,1
3006109,1
4578308,5
4837311,4
5082440,5
345225,5
3429811,5
1512721,5
2782753,1
1329676,4
1995400,2
4298706,2
4243226,1
1571102,5
4384267,3
2881892,5
3029644,1
3741611,5
2581441,5
3434201,3
4469808,5
4789101,3
1566639,1
2328900,4
832423,5
505041,5
4695805,5
3574561,3
3727377,5
3660877,2
1672344,5
171004,1
702855,3
1216080,5
684562,5
5225356,5
4943249,4
740531,4
521095,5
658665,1
5254460,5
4793078,5
959898,4
3155414,4
3085517,2
5013105,5
1454742,5
947668,4
1335971,5
949488,4
1686093,5
706076,3
2881755,1
1917174,3
250697,2
3478642,5
4766939,1
1984748,5
3826778,5
267241,2
2004113,3
2039676,5
737725,5
3216213,3
3124071,5
4138836,5
911898,5
1825617,5
3397784,1
2403630,3
2333602,3
1265045,1
3336814,1
4191229,5
1533072,5
4483820,5
3571345,5
690581,2
4902219,5
4181058,4
4945025,3
3612813,5
2035345,4
4355815,4
4971277,5
1119444,1
989266,5
2112365,2
2004665,5
4603979,1
4446212,4
1876939,5
1559041,5
3307148,4
1645687,5
5006105,5
1292216,1
4967082,5
2567566,5
826342,5
1608846,3
3379732,4
274649,5
3394350,4
4671608,5
943959,5
2117557,5
3733237,4
1138558,5
1259517,1
3947539,4
4796061,2
699338,2
4678832,2
2647063,1
3926706,3
487258,2
3914569,2
1331836,5
346394,5
987609,1
1772448,4
1098731,5
2268881,5
1557038,5
1378031,5
2713799,5
2404410,3
2349372,3
4443903,5
3788496,4
3675145,5
1202932,5
3100409,3
3751037,3
4355378,5
4228910,4
5010227,3
351609,1
2120331,1
4769946,5
2962526,2
292606,3
559265,5
465064,1
2721701,5
2421852,4
2443897,4
4774440,3
596153,5
580963,4
181733,4
3980060,1
3283064,4
772670,3
4849563,5
672425,3
3161369,4
1894271,5
2513223,5
1105445,3
411244,5
3308867,5
5162445,4
3160205,1
2070649,4
3666599,5
3603319,4
3291728,2
634382,5
3535771,5
639145,1
4519346,4
2277341,5
3370428,4
4790883,5
4711031,5
4188152,4
295385,4
3618951,5
805990,4
3286449,1
4711127,5
3322365,5
4655340,1
3766575,5
4218126,3
4093926,5
1026514,4
2689030,4
4051436,5
2284524,2
273463,4
23044,5
4136666,5
2082748,5
2476388,4
3078619,4
3296057,5
5183894,5
503851,2
174869,4
5037938,3
1966102,5
1979078,5
1591771,5
2790207,4
4723922,4
3790746,3
4876553,3
4862681,5
5055722,3
1161083,3
5219133,3
4145936,2
2948305,3
482095,5
4329936,3
3547900,5
525868,5
3213345,1
1159749,5
4386216,5
1211462,5
3480469,5
629804,4
2164925,4
3368576,2
2079645,2
180774,3
2547399,5
197077,1
3827272,5
318230,1
4999391,5
4429841,3
1500413,5
2261703,5
107434,1
1252995,1
3110346,4
3303204,4
4755213,5
2864840,2
4080771,2
458749,3
5085770,2
1461822,4
3470721,5
1520090,5
2842416,3
1365146,5
2146405,1
3212086,4
3541892,3
4122472,4
4664788,1
2521719,5
468659,5
91391,2
143001,3
1090712,5
1760948,4
5230076,5
2229231,4
5088902,5
4599033,5
3676975,5
4177387,4
4500966,5
1870426,4
5022083,3
3596264,2
54844,5
5035526,4
4015687,5
3384121,3
5221139,5
919224,3
2830541,4
3803553,5
829977,5
3872058,5
2762196,3
566322,5
937136,5
5125131,4
5161767,5
1586019,3
2408856,5
424647,1
2618414,1
5056329,4
363493,5
4511739,4
5058926,2
4688250,5
4623249,5
1352323,5
5218508,4
3667524,1
800778,2
4413045,3
2534321,4
4465278,4
8004,5
3263062,1
5112278,4
2843926,1
2684422,4
4848534,5
4959749,4
4254855,5
4847238,5
4278010,5
3252363,5
525204,4
4382647,5
4883122,5
1637350,5
1606950,1
4707659,5
840021,1
4428459,5
3251800,5
3555048,2
125239,5
414571,4
881923,5
4738359,5
2098333,5
4476493,4
4810639,3
668860,1
1180025,2
1359409,4
600657,1
3295710,1
800631,5
1277132,5
2730729,5
2855376,5
5126133,4
3322341,2
1845023,4
1265969,3
4431929,3
2136739,4
1270207,4
934174,5
4369743,3
2438442,5
3728686,5
954636,4
1986726,5
394476,4
4567452,5
149144,5
3399582,5
5014903,2
5168227,5
279363,4
363464,2
2182836,4
1552206,4
3882842,4
3811623,5
2945352,5
4699442,5
220405,1
51432,1
2111312,5
560417,5
1555338,1
1115089,5
2637277,5
3173493,4
4275741,2
1700621,4
4757988,5
3407418,4
2614696,5
468307,5
1951240,5
1425649,4
3015312,5
3910813,5
860864,5
2837214,5
1362390,4
2811365,4
5035417,5
4090883,4
1065047,3
31441,5
37352,2
2107598,1
4859155,5
3958184,1
1298179,4
1897319,4
513939,2
3993945,5
4646512,4
3122231,3
3929424,4
2552416,5
599923,3
1138767,5
2196020,5
3311605,4
1685394,5
1442378,1
4487482,4
767975,5
2903633,2
1409417,4
2188019,1
231057,5
1088756,5
1585257,4
4987805,1
4848230,5
3979082,5
1225127,1
343409,4
2374383,3
1132063,1
2584678,4
4103346,3
2955594,5
1169253,4
1316002,5
4608233,1
3846909,4
1891922,4
2473,1
3638261,5
25672,5
2662142,4
2992900,4
1673676,3
563904,1
1464827,4
1204634,4
2401688,5
2075897,1
1297491,1
2662405,5
2591820,5
4937539,1
4120526,2
3811760,5
3703585,4
3441090,1
3817056,2
1159065,4
1332795,5
3278663,3
5185966,4
1182232,5
5148343,4
905263,5
227045,4
256786,3
4292176,2
2203762,5
1429232,1
3926219,4
2464919,4
1395099,5
151745,2
3274987,4
434399,2
110092,5
2444669,1
4174465,3
1127297,5
761802,5
155251,2
2259866,4
5232836,5
4460714,5
885579,5
430299,5
3094758,1
4625224,5
1491728,5
2194750,3
3064931,3
1764131,4
3654590,5
2371401,4
354041,5
3082546,5
391384,2
2488043,3
3785920,1
3835219,5
4671357,5
424390,4
4326513,4
2682047,4
1924987,5
4527954,5
4288354,5
5254868,5
2599045,5
4233454,5
3343930,4
1916785,4
4601706,4
2784807,4
4381342,5
4280823,1
4861799,5
716847,5
3268859,1
2664199,3
1844366,1
3796557,1
1016497,5
2670012,4
4814084,5
2903691,5
3538015,1
2634719,5
4673602,5
2128348,3
2183487,5
1651587,1
922999,1
4244137,2
4553796,3
393093,5
3756289,5
1793801,4
2933432,4
3151679,1
2343771,1
2934015,5
580955,1
3494427,1
3025124,5
1707748,1
2760731,1
5184029,5
1255057,4
4361660,5
758221,4
4718550,1
375271,4
598633,1
3699631,5
749554,1
1301652,5
4101555,4
4420602,3
3774382,3
5071048,3
2460848,5
918297,5
851456,5
3156288,3
735206,1
4299916,4
3397313,3
3320768,1
2183737,3
1420780,5
4803210,5
3353170,1
5251187,5
5225569,1
2221647,5
508182,3
2758776,5
4685524,1
2892318,5
3746010,5
2412184,5
4922446,5
2723377,5
4567843,1
964415,4
2930890,4
3134655,5
3725,4
977891,1
2986656,3
4317066,5
598828,5
3871609,1
860573,2
4394549,4
937303,1
4044008,4
718911,5
1189623,5
3853809,5
222704,5
1631223,4
2723428,3
4709802,4
685527,1
934202,4
3761913,3
1408098,5
3399650,4
4811011,4
2650215,1
1333887,1
2866753,3
3089606,1
1540811,4
3893532,1
2166166,4
490476,5
4880238,3
5195705,3
4818246,4
2625642,5
3549663,4
2500122,4
580380,4
2936823,5
203969,4
3707950,5
2047343,1
2615531,3
3231902,5
747121,5
3520052,1
1644032,4
2320547,5
263602,3
3449823,5
341468,3
1246446,4
492146,5
2041165,4
3740052,5
3523386,1
566794,5
371687,5
3674205,3
3942416,1
1906676,5
1724732,4
850705,3
1823320,2
3335147,4
4287954,5
1958797,5
1664873,3
5053708,5
1733086,5
3683717,4
858474,3
4292660,4
710692,4
1835948,1
2534841,2
5043565,5
1959446,2
5070263,4
3895526,2
3932902,5
4069149,3
4923445,1
4298849,4
3605903,3
3479774,1
2868044,4
450479,5
4217042,5
2275466,3
676577,5
2061897,3
626121,4
4902980,1
4732873,4
1800388,5
4325148,5
1820938,3
2126380,5
4603445,5
360179,1
1448803,2
4766752,1
4263320,1
2204209,1
2093083,5
4373837,5
1337123,1
214723,4
4612004,2
50689,5
3951198,4
4756570,4
3608429,5
2393742,5
4993224,5
934560,1
3471487,4
571438,2
3488476,5
1301512,4
4998342,5
17491,4
2421266,4
3108721,5
100018,4
1189305,1
2475757,5
4535980,5
2990285,3
2118438,5
4792951,4
1520384,5
497148,5
2777047,1
2552980,5
4233849,2
549567,1
3268302,5
1859534,5
3259863,4
3509655,5
4129593,5
3508364,3
3628042,2
1151210,4
1491997,5
1426568,4
2601889,5
2915822,5
1431486,5
3284806,4
3986600,5
48124,2
1723304,5
2660099,5
1913034,5
589209,5
1806117,4
4857291,4
2289454,5
841851,4
1817334,5
1483999,4
2633464,5
4133632,2
4910008,4
2158494,3
969577,1
3388327,1
3541212,5
4043856,5
3482624,2
1146096,2
3089893,2
2035452,5
4471703,5
954495,1
87279,4
834265,3
275546,3
3803663,3
2754017,4
3723839,4
1012313,3
3011747,5
4292622,5
3522871,5
1797676,2
3972996,5
3388867,4
4623493,4
1660086,5
1192118,5
277635,5
4754798,5
863953,5
4029776,5
2816236,5
920863,5
2212650,2
2623294,5
3165684,2
1350543,3
2286120,2
2664970,4
3613383,4
3546408,5
5016570,2
1900783,5
658768,2
287776,4
979201,5
4465063,3
400347,5
1324492,5
821652,4
538620,2
37323,5
1576245,5
1945318,5
4285949,4
4494181,1
319511,5
2075069,5
1685751,5
3480070,5
1799646,5
2489208,4
1527640,4
171086,5
222893,1
2056637,4
1226479,4
3009463,4
4129044,4
2993611,3
3874092,5
4875727,2
5061887,4
2280936,2
1071768,5
544451,1
3719931,2
2353699,4
912293,3
4546889,1
1525890,4
4595837,5
2218208,1
5036203,5
1025861,5
2313440,3
2523052,5
896325,5
1255975,1
191104,1
3405255,5
4168078,2
1831277,4
3474119,4
2601180,5
3750826,4
618073,5
3941246,5
73668,4
1749499,5
4661849,2
3385449,5
4642259,5
4149893,5
2277136,2
2274718,1
4728509,5
2109579,5
2051296,5
3010687,4
4354976,5
1516656,5
1976194,5
3799323,3
4336590,5
582975,4
2734415,5
1930060,2
1162684,2
991004,5
4110309,4
2660560,1
3513033,4
3483796,5
1358272,5
2729574,5
3240564,5
2224417,4
4286857,5
4085029,5
686159,1
3275480,4
863005,1
206616,1
1242823,3
5240176,4
540151,3
522416,5
3871592,5
3567737,5
1683070,5
4248155,5
2878156,5
2856625,5
1970993,4
1508659,1
1511806,4
1740903,5
2872178,1
1104064,5
161009,2
2417013,1
4988660,1
3666404,4
1217703,4
1339942,2
1713243,4
4499428,1
1927450,5
1681875,5
95347,5
965763,5
38500,5
3910223,5
1570491,5
3091393,4
858846,5
1728782,5
2367019,5
2348005,3
2590626,5
1169715,1
4488699,1
2151623,4
1280856,5
3630154,1
849803,5
342445,5
1473622,4
3589401,5
1788499,4
3188292,5
3956407,4
4137637,5
1770379,3
702478,1
2643875,4
2539564,5
1637280,5
2629854,3
3732671,4
108471,5
2896578,5
3281089,4
4027469,1
4445864,5
480402,5
123234,4
4043567,4
3746337,5
4510723,2
978468,2
1674163,1
205620,3
3967342,5
911511,2
723579,1
2351369,5
2228385,1
1008589,3
77862,4
2586945,5
4167471,5
4756924,5
1012166,5
4430850,2
2582504,5
2653000,2
1386652,2
3288947,5
2189956,5
4589730,4
284643,5
3431296,3
613789,4
1878436,5
4865759,5
5018032,1
1078725,5
2536971,3
97848,2
3144952,3
4508271,5
2669054,2
245184,1
4037663,5
1990790,5
2206604,3
1420703,5
2133528,5
1885953,4
802572,5
2915710,5
2479177,5
2135674,1
600348,5
1993201,4
2334754,5
4846856,4
2877190,5
1837129,5
442148,5
1153570,5
526225,1
3396911,5
3499898,5
76541,5
1313069,4
2061048,3
1598010,5
1999889,1
3286121,3
4758053,5
3550721,1
1061461,5
1572837,4
778259,5
2422845,4
198268,3
2315136,1
874923,2
5237236,5
4269155,4
2331128,1
4251559,1
4171266,4
1275155,3
4701693,5
2505204,4
4587297,5
1430619,4
3319755,5
3712386,4
4517866,5
2796641,3
2690554,5
3743118,5
5102217,3
4572339,4
382473,5
995563,1
4963396,2
4145577,2
216243,5
194158,5
1018375,3
2221252,3
3602874,5
1199365,5
4461846,5
2049049,1
7552,1
1741104,3
4674403,4
4209727,5
5021038,5
2952892,5
3877048,5
5207167,1
1422553,4
3728636,3
557898,4
274634,4
4517758,5
345346,5
4045731,1
3548756,4
1902410,4
1238659,3
1624026,4
4595437,1
383169,1
5207486,5
4338679,1
2757964,4
913622,4
3413369,2
479184,1
1454448,5
121939,3
1761561,4
3100007,5
4612664,5
2994332,1
81381,5
3163720,5
763471,4
903942,5
4651065,2
1289286,4
4085425,4
23126,5
923161,5
2057413,3
5250941,2
58265,1
5111028,5
2620213,4
1444986,4
3106179,4
452531,5
1176299,3
1008765,5
1529257,2
1913752,3
1700808,4
3847450,5
227872,5
1307866,5
3511174,4
3534059,5
2117748,5
2605052,2
1909645,5
3473816,1
1655926,5
2259475,5
102609,5
4302264,2
1374354,2
2945443,5
4401325,3
639001,1
830463,2
2704895,4
1969007,2
4596291,5
905449,5
917759,5
363402,5
2010975,3
3568871,3
3326926,3
2522257,5
4321315,5
3769947,1
4559303,5
223158,5
610321,5
2905067,5
2086156,5
1500129,5
4687574,3
5172668,1
882041,5
236981,5
2906676,5
918506,5
528172,1
1359627,4
2830511,5
1980171,5
987781,1
4006924,5
3590837,1
2663060,4
1671439,4
3897301,5
2184148,4
3143928,5
3019143,1
2093676,4
2782331,5
3349765,3
1507338,5
2716191,3
4800245,5
1642218,5
1182958,5
3692367,4
827703,5
4518294,4
4019800,3
3584179,5
706856,5
1558679,1
2021253,5
2611223,5
1797407,1
1151244,5
931889,5
2597545,1
162301,5
3084523,3
2426261,4
3815489,4
3566221,5
2034754,5
4280273,3
4450081,1
1186532,1
2857504,1
3791931,3
876666,4
3177589,5
938545,3
335936,2
5155285,5
4277627,4
5122888,4
3246760,5
2653539,3
2163689,5
76495,4
2532416,5
4208099,5
862133,5
2260985,4
4811123,5
2878572,4
5066271,1
3061020,5
1703413,1
2589035,3
3239289,1
802508,5
4430703,5
1193323,5
4786003,5
4501487,4
4634770,4
3712181,3
3552874,4
4907874,5
230957,1
1388350,5
3900392,5
3523855,5
3361533,5
3691016,5
4269812,5
2902047,5
3466702,3
2136124,4
3961184,2
5112881,3
560583,4
4461224,5
2904552,1
5217576,5
2485050,5
880188,5
4217609,5
3913383,5
2082873,1
2147593,4
5151171,4
3845802,2
2435419,2
2596423,3
4563907,5
1024723,5
4468024,5
5159190,5
1210510,5
1089867,3
1883973,5
2168922,4
2269576,5
303660,5
3133656,5
4294353,1
3502470,5
1517923,4
1247444,2
696959,3
1642691,4
5045860,5
237007,1
1847268,4
896201,1
33241,5
2802197,5
297252,4
569051,3
3887001,5
3361435,1
2761134,5
2799497,1
491704,5
933207,3
1472343,5
3023191,5
3024512,5
1278592,5
2518550,3
2114993,1
1304536,4
973079,5
2023800,4
3286558,5
1288750,4
3727616,5
1264934,1
1073571,5
853606,2
4733823,1
5185161,1
2630538,5
4885732,5
1781959,5
2938291,3
5157544,1
1011016,5
4085476,1
242559,5
5056821,3
3812762,4
1842657,5
5115493,5
3436111,5
115744,4
4307975,4
2577265,5
3996325,1
383578,4
2387437,1
319757,1
1339988,5
4063739,2
949832,4
3353494,3
141291,3
2708006,4
638419,4
3643922,4
5186603,5
4346970,1
909885,3
3357005,3
937950,2
2161,3
4157874,5
5231257,5
3573668,3
3565808,2
1373159,1
2547854,1
1901073,4
4538353,5
388934,4
2877021,5
2704017,1
2312746,4
1009150,4
3796512,4
2857373,5
1622541,1
497060,1
720038,1
852611,4
3843349,2
2063658,5
4828252,3
591004,4
5083515,5
3656259,1
1930243,4
2961222,1
1810585,5
631131,1
641717,5
4744512,2
4622062,4
2538683,1
2076289,5
3204698,1
1703159,3
1245355,3
2206946,5
1626351,4
2323337,5
900474,4
244363,5
4946231,5
4393296,5
3658492,5
2971741,1
5050803,4
3418240,5
764546,2
1384534,5
2994791,2
595343,5
1776351,4
3561984,1
1105416,5
363098,5
5244922,5
3977315,1
3089304,3
1319862,5
4841554,4
3275196,1
4052582,1
212448,3
2969439,2
525633,5
3158661,5
2280228,3
907968,5
1038587,3
276204,5
751475,3
1188837,5
4085262,3
1562160,5
1791906,5
1361524,1
1964924,5
4025919,3
4096785,5
2943777,5
739256,5
248925,4
3095212,4
2932152,1
4555374,5
4681898,2
1896226,1
2466118,5
2465430,2
1247372,3
4685920,4
511185,3
2381229,5
1583628,5
2381214,5
1414582,4
3081158,3
622710,5
1714413,5
3657627,4
1445795,5
4445362,5
1296854,4
2387709,1
2580565,4
382897,1
669424,1
4359155,5
3363005,4
4414690,5
4924970,5
4027783,5
4482036,5
976782,4
1082747,5
2180240,5
522679,1
955012,2
4704748,5
2886159,2
1270547,4
2299703,4
3271483,3
1389564,5
1944607,5
393641,4
773396,4
1285018,1
4727765,4
2883626,4
2481993,5
1574729,4
474466,3
4192453,4
1348714,5
1332540,5
4682354,5
2641304,5
3523155,2
4495982,4
3985995,3
27973,1
1228132,1
2774154,4
5056305,4
3923339,2
3061900,1
4493848,4
2806423,1
418174,4
2048935,4
3082875,5
630295,5
2987087,4
4060069,3
3113652,5
663293,5
3666604,5
3131265,5
654131,5
4826840,5
1148213,3
723149,4
4078299,5
4130780,4
4346460,5
4141460,1
4948455,4
1024447,5
4653064,5
88871,1
1541409,4
410500,5
1922911,5
1084146,5
5124286,1
2214203,5
3759388,1
4785775,5
5124970,5
4629007,3
5143265,5
2149440,5
1887815,4
4650875,1
4870931,1
2313946,5
1353578,5
377245,4
461264,5
90799,1
4961831,5
4557339,5
628091,1
190937,5
1340400,1
2610577,5
3150851,5
3123527,5
3257919,2
1195259,4
803032,4
2021902,5
4871054,2
1848293,5
4511585,2
2852033,5
3499904,1
439344,4
3384622,2
2773976,5
993005,4
1273592,2
4430229,5
120697,4
5105172,5
2958810,4
340510,5
4508053,4
1885989,5
1195471,5
4708129,5
1123833,4
1843589,5
3846552,1
5041779,4
4308434,5
4082089,5
3842718,2
1572678,5
1748637,3
208785,4
4323491,5
268284,1
1166327,4
4171696,3
3671146,5
4397543,5
4900969,4
2365394,1
5177625,5
1631854,5
5110874,5
842605,5
2730828,1
487254,4
4946029,3
4036204,5
1128722,4
1686855,4
